Filename, Fuzzy Messages, Total Messages, Fuzzy Words, Total Words, Achievement
l10n/po/pt_BR/_posts/insights_1_transcription.adoc.po, 253, 253, 8879, 8879, 0%
l10n/po/pt_BR/_posts/2024-08-06-quarkus-and-leyden.adoc.po, 121, 121, 5356, 5356, 0%
l10n/po/pt_BR/_posts/insights_0_transcription.adoc.po, 116, 116, 3993, 3993, 0%
l10n/po/pt_BR/_posts/2023-05-09-ministry-of-economy-finance-uruguay-adopts-quarkus.adoc.po, 143, 145, 3853, 3855, 1%
l10n/po/pt_BR/_posts/2022-02-22-quarkus-superheroes-to-the-rescue.adoc.po, 90, 91, 3388, 3389, 1%
l10n/po/pt_BR/_posts/2024-03-27-oidc-proxy.adoc.po, 102, 104, 3237, 3240, 1%
l10n/po/pt_BR/_posts/2021-06-08-quarkus-deploys-apps-on-openshift.adoc.po, 119, 119, 2942, 2942, 0%
l10n/po/pt_BR/_posts/2021-09-13-decathlon-user-story.adoc.po, 86, 86, 2823, 2823, 0%
l10n/po/pt_BR/_posts/2023-04-26-quarkus-3-0-final-released.adoc.po, 154, 156, 2752, 2754, 1%
l10n/po/pt_BR/_posts/2023-09-19-virtual-thread-1.adoc.po, 67, 67, 2617, 2617, 0%
l10n/po/pt_BR/_posts/2022-04-05-camel-quarkus-effortless-apis.adoc.po, 110, 111, 2604, 2605, 1%
l10n/po/pt_BR/_posts/2023-09-11-live-diff-and-update-using-idea.adoc.po, 102, 103, 2597, 2598, 1%
l10n/po/pt_BR/_posts/2024-08-19-quarkus-metaprogramming.adoc.po, 54, 54, 2593, 2593, 0%
l10n/po/pt_BR/_posts/2025-03-13-gemini-personal-assistant.adoc.po, 104, 107, 2444, 2447, 1%
l10n/po/pt_BR/_posts/2023-12-1-testing-quarkus-with-citrus.adoc.po, 92, 92, 2353, 2353, 0%
l10n/po/pt_BR/_posts/2023-12-04-testing-quarkus-with-citrus.adoc.po, 92, 92, 2353, 2353, 0%
l10n/po/pt_BR/_posts/2020-11-02-quarkus-native-on-a-raspberry-pi.adoc.po, 147, 149, 2325, 2327, 1%
l10n/po/pt_BR/_posts/2024-10-16-quarkiverse-and-smallrye-new-release-process.adoc.po, 78, 78, 2258, 2258, 0%
l10n/po/pt_BR/_posts/2021-09-01-using-lra.adoc.po, 79, 82, 2241, 2246, 1%
l10n/po/pt_BR/_posts/2021-02-10-resteasy-reactive-faq.adoc.po, 57, 57, 2169, 2169, 0%
l10n/po/pt_BR/_posts/2022-05-31-banco-do-brasil-open-banking-user-story.adoc.po, 84, 85, 2095, 2096, 1%
l10n/po/pt_BR/_posts/2023-06-23-quarkus-cli.adoc.po, 89, 90, 2059, 2131, 4%
l10n/po/pt_BR/_posts/2021-12-02-logicdrop-automating-quarkus-with-gitlab.adoc.po, 121, 121, 2035, 2035, 0%
l10n/po/pt_BR/_posts/2020-10-05-contributing-for-the-first-time.adoc.po, 78, 79, 1965, 1966, 1%
l10n/po/pt_BR/_posts/2025-02-20-agentic-ai-with-quarkus-p2.adoc.po, 65, 65, 1941, 1941, 0%
l10n/po/pt_BR/_posts/2021-03-04-path-resolution-in-quarkus.adoc.po, 81, 82, 1920, 1921, 1%
l10n/po/pt_BR/_posts/2020-05-06-sedona-rewrites-insurance-premium.adoc.po, 50, 50, 1865, 1865, 0%
l10n/po/pt_BR/_posts/2020-03-16-ennovativesolutions-uses-quarkus-with-aws-lambda.adoc.po, 58, 58, 1786, 1786, 0%
l10n/po/pt_BR/_posts/2024-08-28-quarkus-3-14-1-released.adoc.po, 88, 88, 1767, 1767, 0%
l10n/po/pt_BR/_posts/2023-07-12-on-the-road-to-cdi-compatibility.adoc.po, 38, 38, 1749, 1749, 0%
l10n/po/pt_BR/_posts/2024-04-22-ship-cars-leverages-quarkus-to-reach-its-goals.adoc.po, 52, 52, 1689, 1689, 0%
l10n/po/pt_BR/_posts/2024-07-02-overriding-configuration-from-test-code.adoc.po, 71, 72, 1681, 1683, 1%
l10n/po/pt_BR/_posts/2019-11-13-vodafone-greece-replaces-spring-boot.adoc.po, 32, 35, 1649, 1653, 1%
l10n/po/pt_BR/_posts/2019-07-08-runtime-performance.adoc.po, 217, 218, 1641, 1642, 1%
l10n/po/pt_BR/_posts/2024-08-01-search-standalone-mapper.adoc.po, 55, 55, 1640, 1640, 0%
l10n/po/pt_BR/_posts/2024-06-14-granite-rag.adoc.po, 68, 72, 1588, 1594, 1%
l10n/po/pt_BR/_posts/2020-04-21-io-thread-benchmark.adoc.po, 56, 56, 1588, 1588, 0%
l10n/po/pt_BR/_posts/2024-10-30-quarkus-3-16-1-released.adoc.po, 81, 84, 1573, 1579, 1%
l10n/po/pt_BR/_posts/2022-11-24-reactive-crud-performance-case-study.adoc.po, 88, 100, 1566, 1790, 13%
l10n/po/pt_BR/_posts/2020-12-08-resteasy-reactive.adoc.po, 56, 58, 1560, 1564, 1%
l10n/po/pt_BR/_posts/2023-10-10-intellij-quarkus-recap.adoc.po, 94, 95, 1553, 1554, 1%
l10n/po/pt_BR/_posts/2024-01-31-quarkus-3-7-released.adoc.po, 82, 82, 1548, 1548, 0%
l10n/po/pt_BR/_posts/2023-01-31-quarkus-3-7-released.adoc.po, 82, 82, 1548, 1548, 0%
l10n/po/pt_BR/_posts/2019-06-05-quarkus-and-web-ui-development-mode.adoc.po, 52, 52, 1547, 1547, 0%
l10n/po/pt_BR/_posts/2020-03-19-quarkus-1-3-0-final-released.adoc.po, 96, 97, 1540, 1542, 1%
l10n/po/pt_BR/_posts/2024-04-25-search-indexing-rollover.adoc.po, 55, 55, 1538, 1538, 0%
l10n/po/pt_BR/_posts/2020-02-17-aviatar-experiences-significant-savings.adoc.po, 31, 31, 1536, 1536, 0%
l10n/po/pt_BR/_posts/2025-02-18-agentic-ai-with-quarkus.adoc.po, 47, 47, 1535, 1535, 0%
l10n/po/pt_BR/_posts/2020-07-08-quarkus-1-6-0-final-released.adoc.po, 86, 87, 1521, 1522, 1%
l10n/po/pt_BR/_posts/2020-02-10-asiakastieto-chooses-quarkus-for-microservices.adoc.po, 31, 32, 1489, 1491, 1%
l10n/po/pt_BR/_posts/2021-11-30-quarkus-native-neo4j-call-tree.adoc.po, 47, 47, 1479, 1479, 0%
l10n/po/pt_BR/_posts/2020-11-03-kafka-commit-strategies.adoc.po, 45, 45, 1476, 1476, 0%
l10n/po/pt_BR/_posts/2024-03-27-quarkus-3-9-1-released.adoc.po, 64, 64, 1465, 1465, 0%
l10n/po/pt_BR/_posts/2021-09-20-logicdrop-customer-story.adoc.po, 96, 96, 1458, 1458, 0%
l10n/po/pt_BR/_posts/2019-06-26-kafka-streams-applications-with-quarkus-and-microprofile.adoc.po, 40, 41, 1448, 1450, 1%
l10n/po/pt_BR/_posts/2023-07-27-native-startup-rss-troubleshooting.adoc.po, 29, 29, 1446, 1446, 0%
l10n/po/pt_BR/_posts/2022-04-04-vscode-quarkus-1.10.0-qute.adoc.po, 72, 72, 1434, 1434, 0%
l10n/po/pt_BR/_posts/2023-11-16-quarkus-meets-langchain4j.adoc.po, 50, 50, 1429, 1429, 0%
l10n/po/pt_BR/_posts/2020-09-23-cytech-customer-story.adoc.po, 18, 18, 1413, 1413, 0%
l10n/po/pt_BR/_posts/2022-09-15-redis-job-queue.adoc.po, 51, 51, 1402, 1402, 0%
l10n/po/pt_BR/_posts/2020-03-19-eclipse-got-quarkused.adoc.po, 71, 71, 1399, 1399, 0%
l10n/po/pt_BR/_posts/2022-06-29-nativejdb-debugger-for-native-images.adoc.po, 44, 46, 1393, 1395, 1%
l10n/po/pt_BR/_posts/2019-12-11-talkdesk-chooses-quarkus-for-fast-innovation.adoc.po, 44, 44, 1382, 1382, 0%
l10n/po/pt_BR/_posts/2021-01-20-quarkus-1-11-0-final-released.adoc.po, 79, 80, 1380, 1382, 1%
l10n/po/pt_BR/_posts/2024-04-03-changing-loggers-level-from-unleash.adoc.po, 60, 61, 1374, 1375, 1%
l10n/po/pt_BR/_posts/2020-04-08-why-did-payair-technologies-switch-to-quarkus.adoc.po, 39, 40, 1363, 1366, 1%
l10n/po/pt_BR/_posts/2020-10-27-mutiny-back-pressure.adoc.po, 53, 53, 1348, 1348, 0%
l10n/po/pt_BR/_posts/2020-10-27-experimental_graphql.adoc.po, 89, 90, 1341, 1342, 1%
l10n/po/pt_BR/_posts/2022-04-27-monitoring-quarkus-jvm-mode-with-cryostat.adoc.po, 40, 40, 1336, 1336, 0%
l10n/po/pt_BR/_posts/2024-04-18-quarkus-saas-backend-time-tracking-app-case-study.adoc.po, 28, 28, 1335, 1335, 0%
l10n/po/pt_BR/_posts/2020-01-28-vscode-quarkus-1.3.0.adoc.po, 80, 80, 1304, 1304, 0%
l10n/po/pt_BR/_posts/2024-11-29-quarkus-jlama.adoc.po, 31, 31, 1298, 1298, 0%
l10n/po/pt_BR/_posts/2021-06-30-quarkus-2-0-0-final-released.adoc.po, 60, 61, 1290, 1292, 1%
