Filename, Fuzzy Messages, Total Messages, Fuzzy Words, Total Words, Achievement
l10n/po/pt_BR/_versions/2.16/guides/qute-reference.adoc.po, 687, 710, 10879, 11151, 3%
l10n/po/pt_BR/_versions/2.16/guides/resteasy-reactive.adoc.po, 423, 432, 7847, 7864, 1%
l10n/po/pt_BR/_versions/2.16/guides/security-openid-connect-web-authentication.adoc.po, 267, 286, 7553, 7684, 2%
l10n/po/pt_BR/_versions/2.16/guides/native-reference.adoc.po, 240, 241, 7075, 7078, 1%
l10n/po/pt_BR/_versions/2.16/guides/deploying-to-kubernetes.adoc.po, 317, 326, 6007, 6042, 1%
l10n/po/pt_BR/_versions/2.16/guides/maven-tooling.adoc.po, 253, 262, 5332, 5354, 1%
l10n/po/pt_BR/_versions/2.16/guides/hibernate-orm.adoc.po, 239, 250, 5029, 5115, 2%
l10n/po/pt_BR/_versions/2.16/guides/getting-started-testing.adoc.po, 189, 197, 4658, 4709, 2%
l10n/po/pt_BR/_versions/2.16/guides/security-openid-connect.adoc.po, 187, 206, 4469, 4602, 3%
l10n/po/pt_BR/_versions/2.16/guides/security-jwt.adoc.po, 259, 281, 4465, 4601, 3%
l10n/po/pt_BR/_versions/2.16/guides/cdi-reference.adoc.po, 231, 239, 4377, 4427, 2%
l10n/po/pt_BR/_versions/2.16/guides/mongodb-panache.adoc.po, 173, 182, 3779, 3847, 2%
l10n/po/pt_BR/_versions/2.16/guides/hibernate-search-orm-elasticsearch.adoc.po, 185, 201, 3777, 3885, 3%
l10n/po/pt_BR/_versions/2.16/guides/cassandra.adoc.po, 162, 167, 3593, 3625, 1%
l10n/po/pt_BR/_versions/2.16/guides/building-my-first-extension.adoc.po, 165, 176, 3448, 3527, 3%
l10n/po/pt_BR/_versions/2.16/guides/datasource.adoc.po, 258, 261, 3442, 3469, 1%
l10n/po/pt_BR/_versions/2.16/guides/security-openid-connect-client-reference.adoc.po, 140, 143, 3390, 3393, 1%
l10n/po/pt_BR/_versions/2.16/guides/security-openid-connect-dev-services.adoc.po, 107, 109, 3350, 3352, 1%
l10n/po/pt_BR/_versions/2.16/guides/resteasy.adoc.po, 139, 149, 3080, 3133, 2%
l10n/po/pt_BR/_versions/2.16/guides/redis-reference.adoc.po, 179, 186, 2839, 2885, 2%
l10n/po/pt_BR/_versions/2.16/guides/hibernate-orm-panache.adoc.po, 136, 145, 2737, 2812, 3%
l10n/po/pt_BR/_versions/2.16/guides/cache.adoc.po, 137, 160, 2701, 3064, 12%
l10n/po/pt_BR/_versions/2.16/guides/hibernate-reactive-panache.adoc.po, 130, 138, 2696, 2752, 3%
l10n/po/pt_BR/_versions/2.16/guides/config-reference.adoc.po, 161, 165, 2663, 2669, 1%
l10n/po/pt_BR/_versions/2.16/guides/vertx-reference.adoc.po, 191, 200, 2649, 2691, 2%
l10n/po/pt_BR/_versions/2.16/guides/infinispan-client.adoc.po, 151, 158, 2642, 2679, 2%
l10n/po/pt_BR/_versions/2.16/guides/rabbitmq-reference.adoc.po, 234, 248, 2636, 2804, 6%
l10n/po/pt_BR/_versions/2.16/guides/kafka-streams.adoc.po, 118, 131, 2632, 2754, 5%
l10n/po/pt_BR/_versions/2.16/guides/amqp-reference.adoc.po, 185, 216, 2590, 3153, 18%
l10n/po/pt_BR/_versions/2.16/guides/cdi.adoc.po, 128, 130, 2503, 2506, 1%
l10n/po/pt_BR/_versions/2.16/guides/smallrye-graphql.adoc.po, 165, 178, 2495, 2600, 5%
l10n/po/pt_BR/_versions/2.16/guides/writing-native-applications-tips.adoc.po, 100, 100, 2482, 2482, 0%
l10n/po/pt_BR/_versions/2.16/guides/security-overview-concept.adoc.po, 118, 140, 2464, 2691, 9%
l10n/po/pt_BR/_versions/2.16/guides/logging.adoc.po, 219, 229, 2462, 2509, 2%
l10n/po/pt_BR/_versions/2.16/guides/http-reference.adoc.po, 185, 191, 2456, 2468, 1%
l10n/po/pt_BR/_versions/2.16/guides/gradle-tooling.adoc.po, 121, 127, 2416, 2430, 1%
l10n/po/pt_BR/_versions/2.16/guides/reactive-routes.adoc.po, 154, 163, 2404, 2454, 3%
l10n/po/pt_BR/_versions/2.16/guides/optaplanner.adoc.po, 121, 130, 2339, 2396, 3%
l10n/po/pt_BR/_versions/2.16/guides/doc-reference.adoc.po, 238, 268, 2199, 2237, 2%
l10n/po/pt_BR/_versions/2.16/guides/extension-codestart.adoc.po, 132, 137, 2165, 2171, 1%
